OBJECTID,PLAN_NUM,PLAN_TITLE,REVIEW_DATE,SUBMIT_DATE,MCP_SIGN_DATE,CCPC_SIGN_DATE,PLAN_ACRES,LOTS_UNITS,BLDG_SQ_FT,PRIMARY_USE,PRIMARY_CODE,PRIMARY_UNITS,PRIMARY_NOTES,SCNDARY_USE,SCNDARY_CODE,SCNDARY_UNITS,TERTIARY_USE,TERTIARY_CODE,TERTIARY_UNITS,EG_ID,LAND_DEV_ID,LAND_DEV_YEAR,DESCRIPTION,PROJECT_NUM,PROJECT_NAME,SHAPEAREA,SHAPELEN
839,LD-10-23-17881,943 High Street Redevelopment,2023/11/13 00:00:00+00,2023/10/24 08:36:12+00,2024/01/25 00:00:00+00,2024/10/09 00:00:00+00,8.59,2,301000,Institutional,Nursing Home/Assisted Living,1,175 Units,Commercial,Unique,1,,,0,bf101343-d6e0-4e19-97d8-49f1afb102fa,PR-005841-2023,2023,"2 proposed bldgs (184,000 SF assisted living and 117,000 SF self-storage) and parking. Redevelopment of site with an assisted living facility and a self-storage facility",PR-005841-2023,943 High Street Redevelopment,314583.395395127,2629.16308685024
840,LD-10-23-17884,Sadsbury Taco Bell,2023/10/24 00:00:00+00,2023/10/16 12:28:06+00,2024/05/07 00:00:00+00,2024/09/19 00:00:00+00,9.48,1,2722,Commercial,Fast Food,1,Taco Bell,,,0,,,0,08eac76a-9c72-49da-b1e6-de142694338c,PR-005907-2023,2023,"Development of a 2,722 SF Taco Bell Restaurant with a dual ordering layout, stormwater management system, and associated site improvements.",PR-005907-2023,Sadsbury Taco Bell,430567.250891778,2640.60163035377
841,LD-10-23-17886,Kinder Care Learning Center,2023/11/15 00:00:00+00,2023/10/23 13:34:55+00,2024/02/15 00:00:00+00,2024/03/15 00:00:00+00,9.02,1,0,Institutional,Child Daycare,1,,,,0,,,0,6d7740d4-4cd5-4885-9cda-489cd2312641,PR-005908-2023,2023,Convert existing building to child day care center. The Property is located in the C-1 Commercial District and contains an . No new SF just parking lot changes.,PR-005908-2023,Kinder Care Learning Center,376784.498753201,2963.35477690551
842,LD-10-23-17888,Malvern Preparatory School Student Life Center,2023/11/16 00:00:00+00,2023/10/23 13:40:36+00,2024/01/02 00:00:00+00,2024/04/11 00:00:00+00,99.63,1,23555,Institutional,School,1,,,,0,,,0,927d171b-5531-45ef-98fa-112db183e9a8,PR-005910-2023,2023,"Construction of a 23,555 square foot building, and 15 additional parking spaces.",PR-005910-2023,Malvern Preparatory School Student Life Center,4310911.63925151,8310.13472175933
843,LD-10-23-17891,Kimberton Whole Foods Malvern,2023/11/16 00:00:00+00,2023/10/23 14:28:47+00,,,1.18,1,1040,Commercial,Retail,1,canopy roof,,,0,,,0,ed4e92ca-6cf5-49da-94f8-ab87a0536030,PR-005921-2023,2023,"1,040 SF canopy roof over rear entrance. Attach Canopy roof structure to side of building",PR-005921-2023,Kimberton Whole Foods Malvern,51687.6334941704,1007.22521763529
844,LD-10-23-17896,20 E. Ridge Road,2023/11/21 00:00:00+00,2023/11/01 13:44:55+00,2024/07/23 00:00:00+00,2024/09/17 00:00:00+00,20.671,1,11970,Industrial,Unique,1,automotive,,,0,,,0,933f961e-487c-4285-8757-d18232b9be1d,PR-005914-2023,2023,"Preliminary/Final application for the development of a 11,970 sq ft warehouse for the dismantling and recycling of automobiles. This is in the township's industrial district",PR-005914-2023,20 E Ridge Road,888824.648043938,3812.89789578258
845,LD-10-23-17899,Building Additions and Renovations for Spring Ford Area School District,2023/11/22 00:00:00+00,2023/11/03 12:53:48+00,,,10,2,7088,Institutional,Addition to Existing,2,,,,0,,,0,8862ed42-ddff-426c-8c36-51ccac0925d3,PR-005916-2023,2023,"2 building additions (7, 088 SF) and parking",PR-005916-2023,Spring Ford Area Schools - Additions & Renovations,430752.039918326,2640.37296821336
846,LD-10-24-18270,PSU Great Valley Campus,2024/12/13 00:00:00+00,2024/11/19 12:13:20+00,,,22.09,1,0,Institutional,Parking Lot/Garage,1,,,,0,,,0,71f17ec2-0995-4808-a243-d14620333a84,PR-006078-2024,2024,Amended Final Land Development Plan to reduce parking and impervious coverage on the site. The parking will be reduced from 983 Spaces to 734 spaces which will still meet the minimum required.,PR-006078-2024,PSU Great Valley Campus,990860.127273481,3900.6768703867
847,LD-10-24-18271,Johnson & Johnson Innovative Medicine,2024/11/01 00:00:00+00,2024/10/07 12:22:50+00,2025/11/18 00:00:00+00,2025/12/01 00:00:00+00,7.6,2,0,Commercial,Parking Lot/Garage,1,,Commercial,Unique,1,,,0,86db3245-c2d4-425d-9a64-3452ca846c3a,PR-006079-2024,2024,Install a generator to be mounted on a concrete pad located on the property line between 244 & 260 Great Valley with walkways and a retaining wall along with upgrades to the existing parking facilities on UPI# 42-4-15.21.,PR-006079-2024,Johnson & Johnson Innovative Medicine,319762.562797051,2436.07784001866
848,LD-10-24-18275,Chester Springs Service Center,2024/11/13 00:00:00+00,2024/10/15 16:37:39+00,,,13.79,1,45774,Commercial,Unique,1,"Proposed 45,774 sf service center bldg",,,0,,,0,31d287b8-2b49-46fe-9649-2a1d2ddb2e42,PR-006081-2024,2024,"Proposed 45,774 sf service center. Preliminary Land Development Plan for Rockhill Real Estate Enterprises XVII, LP",PR-006081-2024,Chester Springs Service Center,595085.741427717,3470.65553214856
849,LD-10-24-18276,Main Line Health Inc.,2024/11/14 00:00:00+00,2024/10/15 10:12:30+00,,,61,1,146140,Institutional,Medical Building,1,"Proposed 146,140 sf Medical Office",,,0,,,0,c24d6f76-5039-4765-8741-5af264c5fad7,PR-006080-2024,2024,"SD = 1 lot into 2 lots. LD = proposed 146,140 sf medical office bldg w/ 503 parking spaces. Re-zoning, subdivision into 2 lots and constructing a medical care center.",PR-006080-2024,Main Line Health Inc.,2644463.33772118,6561.76651498134
850,LD-10-24-18279,Proposed Spotless Car Wash,2024/11/21 00:00:00+00,2024/10/22 12:42:47+00,2025/07/08 00:00:00+00,2025/07/18 00:00:00+00,1.5,1,8,Commercial,Addition to Existing,1,car wash - convert building and add 8 SF,,,0,,,0,d0ee56d2-974c-45f6-b4d2-66c001b6396e,PR-006083-2024,2024,"Convert existing building and add 8 SF bldg. addition. also changing parking. - The plan and application propose the reuse of the former retail drug store, by converting it into a full-service, drive-through car wash development with thirteen (13) exterior vacuum spaces, associated site improvements and stormwater management accommodations.",PR-006083-2024,Proposed Spotless Car Wash,62768.740842901,1045.71864406624
851,LD-10-24-18286,Parker Ford Church of the Brethren,2024/11/20 00:00:00+00,2024/10/25 14:47:45+00,,,10,1,10454,Institutional,Addition to Existing,1,"Proposed 10,454 sf addition to existing building",,,0,,,0,4453b1b4-a208-454d-b513-50beb3035849,PR-006086-2024,2024,"Proposed 10,454 SF addition to existing building & 72 new parking spaces",PR-006086-2024,Parker Ford Church of the Brethren,435574.322927802,2758.51347746502
852,LD-10-24-18295,Proposed Fitness Center French Creek Business Park Lot 3,2024/11/25 00:00:00+00,2024/11/02 15:35:40+00,,,2.6,1,12200,Commercial,Unique,1,"Proposed Fitness Center 12,200sqft",,,0,,,0,4475d56f-f48b-4989-b9f8-2700ffbba6cc,PR-006090-2024,2024,"Proposed building (fitness center) 12,200 square feet.",PR-006090-2024,Fitness Center French Creek Business Park Lot 3,113155.203533644,1523.39271768469
853,LD-10-24-18297,Lot 7 Dalin Drive,2024/11/22 00:00:00+00,2024/10/31 10:08:48+00,,,3,1,5088,Commercial,,1,,,,0,,,0,6325f4d8-366f-4a40-9545-d2fd7caefe78,PR-006091-2024,2024,"5,088 SF bldg and parking. - #5 Dalin Drive (Lot #7)",PR-006091-2024,Lot 7 Dalin Drive,134220.543499269,1619.20871663881
854,LD-10-24-18301,Ervin and Rebecca Stoltzfus,2024/12/13 00:00:00+00,2024/11/14 14:41:43+00,2025/06/23 00:00:00+00,2025/07/17 00:00:00+00,45.4,2,1828,Institutional,School,1,,Institutional,Unique,1,,,0,f8a299f3-c98b-40b4-9f38-fc061f513cff,PR-006092-2024,2024,"Proposed School house and toilet rooms, 1828 SF. One Room Amish School House",PR-006092-2024,Ervin and Rebecca Stoltzfus,1878633.02067447,7758.28193255553
855,LD-10-24-18303,"Workspace Property Trust, 55 - 65 Valley Stream Parkway",2024/12/11 00:00:00+00,2024/11/15 12:26:35+00,,,10.11,1,86000,Industrial, ,1,,,,0,,,0,71cecca7-fe23-4066-ae5e-7c8f8cce8314,PR-006094-2024,2024,"2 lots into 1. SD & LD plan. Proposal to consolidate 55 & 65 Great Valley Parkway and construct a new 86,000 square foot industrial building.",PR-006094-2024,"Workspace Property Trust, 55-65 Valley Stream Pkwy",386603.278034818,2588.81616496
856,LD-10-25-18667,Veterinary Diagnostic Laboratory,2025/11/10 00:00:00+00,2025/10/16 13:45:34+00,,,152.3,1,62546,Institutional,Educational Facility,1,,,,0,,,0,f8f2adcc-6c54-4b26-8596-70f40fd83853,PR-006251-2025,2025,"1 proposed INS 2 story building, 62,526 SF w/ parking",PR-006251-2025,Veterinary Diagnostic Laboratory,6670263.06355545,11481.5469678086
857,LD-10-25-18668,"Arora Estates, LLC, 851 High St.",2025/11/20 00:00:00+00,2025/10/28 14:33:24+00,,,0.85,1,2419,Commercial,Addition to Existing,1,,,,0,,,0,60724f51-faae-4822-9edf-d85b4bca8e88,PR-006246-2025,2025,"2,149 square foot building addition, COM/convenience store",PR-006246-2025,"Arora Estates, LLC, 851 High St.",34927.4808144004,750.453573933579
858,LD-10-25-18669,Phoenixville Plaza - Chipotle Pad Site,2025/11/14 00:00:00+00,2025/10/16 12:02:52+00,,,7.03,1,2385,Commercial,Fast Food,1,Chipotle Restaurant w/ drive thru,,,0,,,0,76c95a92-fb71-4db0-893b-b9283b78480c,PR-006248-2025,2025,"2,385 square foot commercial building with drive-through, and associated improvements. The previously approved car wash facility, drive-through coffee shop, and existing self-storage building will remain unchanged.",PR-006248-2025,Phoenixville Plaza - Chipotle Pad Site,289289.682824035,2465.96263844405
859,LD-10-25-18672,52 E Swedesford Road Redevelopment,2025/11/14 00:00:00+00,2025/10/15 16:26:31+00,,,10.35,252,6670,Residential,Apartment,250,,Commercial,Restaurant,1,Commercial,Unique,1,900ae71e-81a9-4354-b0ba-e3df93a94941,PR-006249-2025,2025,"Proposed APTS, a clubhouse, a pool, and commercial space.     Description by Applicant: Construction of 250 apartment units and 2 commercial units. Total square footage of the project is 11,500.",PR-006249-2025,52 E Swedesford Road Redevelopment,450840.371647614,2968.27684828434
860,LD-10-25-18679,Cheyney University Athletic Complex Construction,2025/11/13 00:00:00+00,2025/10/14 13:59:15+00,,,3.04,1,48887,Institutional,Sports/Recreation ,1,, ,,0,,,0,038e7c89-8f7e-422b-9990-754db417cedb,PR-006254-2025,2025,"1 proposed INS Building, 48,887 square feet (Township description: Athletic Complex Land Development)",PR-006254-2025,Cheyney University Athletic Complex Construction,124407.281653675,1415.17697341065
861,LD-10-25-18680,Cheyney University Athletic Field Construction,2025/11/13 00:00:00+00,2025/10/14 14:04:35+00,,,39.5,1,0,Institutional,Sports/Recreation ,1,Athletic Field,,,0,,,0,54a5de63-c4ea-4271-b5ca-7f6cf9c69f23,PR-006255-2025,2025,Athletic Field Land Development,PR-006255-2025,Cheyney University Athletic Field Construction,1655361.4181963,5988.4904482835
862,LD-10-25-18684,411 Clover Mill Rd.,2025/11/24 00:00:00+00,2025/10/30 12:16:01+00,,,2.6,1,9398,Industrial,Warehouse,1,,,,0,,,0,fe17db4b-25f3-400c-aece-4d3fcf62f581,PR-006256-2025,2025,"Proposed 9,398 square foot industrial building, and additional parking.     Description by Applicant: Construct a new warehouse building and provide additional parking areas.",PR-006256-2025,411 Clover Mill Rd.,114827.812947891,1443.13565796209
863,LD-10-25-18686,Hammell-O'Donnell Business Park (Lot 4),2025/11/24 00:00:00+00,2025/10/27 17:29:56+00,,,118.86,1,5750,Industrial,,1,,,,0,,,0,b27d74de-1c87-4afc-8186-8c8ceaa29e8d,PR-006258-2025,2025,Proposed: an IND building and parking on Lot 4 & stormwater management on the other 2 parcels,PR-006258-2025,Hammell-O'Donnell Business Park (Lot 4),4930102.79802372,13031.8390337218
864,LD-10-25-18687,West Nottingham CSG 1 LLC Solar Project,2025/11/21 00:00:00+00,2025/10/24 19:54:38+00,,,126.7,1,0,Industrial,Unique,1,Solar Panels,,,0,,,0,f9636408-4683-4678-9fb5-c20ea7a2c99b,PR-006260-2025,2025,"Proposed solar farm with access drive on proposed lot 1. (Applicant description: Lot 1 land development to construct a ground mounted solar field.  Lot 1 of 3 lot subdivision, lot 2 submitted under separate over, lot 3 is future development.  3 lot subdivision plan submitted under separate cover.)",PR-006260-2025,West Nottingham CSG 1 LLC Solar Project,5236844.91564088,11546.8091229546
865,LD-10-25-18688,West Nottingham CSG 2 LLC Solar Project,2025/11/21 00:00:00+00,2025/10/24 20:11:20+00,,,126.7,1,0,Industrial,Unique,1,Solar Panels,,,0,,,0,f695ab5a-fd3c-4824-a072-ceb0ec0f8b56,PR-006259-2025,2025,"Proposed solar farm with access drive on proposed lot 2.(Township description - Land development plan for lot 2 of the Two Boys LLC project.  Lot 1 submitted under separate cover, as well as, subdivision plan.)",PR-006259-2025,West Nottingham CSG 2 LLC Solar Project,5236844.91564088,11546.8091229546
866,LD-10-25-18702,Glick Exteriors,2025/11/14 00:00:00+00,2025/10/23 16:06:46+00,2025/12/09 00:00:00+00,2025/12/12 00:00:00+00,3.18,1,2700,Commercial,Addition to Existing,1,,,,0,,,0,e147bfce-1523-4a46-a8d1-e28fbc9baee7,PR-006264-2025,2025,Bldg addition to a COM warehouse.    (Description by Applicant: Application is for amending a pervious land development approval),PR-006264-2025,Glick Exteriors,263214.598833482,2160.76902759407
867,LD-11-10-3048,"Delchester Developers, LP",2010/11/24 00:00:00+00,2010/10/26 00:00:00+00,,,2.58,2,9153,Commercial,Bank,1,,Commercial,Restaurant,1, , ,0,e6e346ad-dbda-40a5-b62e-e004ee17fb0b,PROJ-1924,2010,"2 proposed buildings. 1 restaurant, 1 bank and parking",PROJ-1924,Delchester Developers,159037.472010057,2185.84792823011
868,LD-11-10-3064,Westtown Thornbury Elementary Schoo,2010/11/22 00:00:00+00,2010/10/27 00:00:00+00,2012/04/02 00:00:00+00,2012/04/18 00:00:00+00,11.77,1,15900,Institutional,Addition to Existing,1,, ,School,0, , ,0,bd46384a-1721-46df-aefe-1c5bf975fa73,PROJ-1932,2010,"Full plan title: Westtown Thornbury Elementary School

proposed building addition, athletic field and activity area",PROJ-1932,Westtown Thornbury Elementary School,460386.931437709,2740.79255892469
869,LD-11-10-3085,The Sands Property,2010/11/23 00:00:00+00,2010/10/26 00:00:00+00,,,95.06,309,,Residential,Townhouse,237,,Residential,Apartment,72, , ,0,f601f81e-5099-42ed-8d0f-a6958ae0f5c4,PROJ-1914,2010,Proposed multi-family development. Refer to SD-11-10-3083 for concurrent Subdivision,PROJ-1914,The Sands Property,4059606.91899489,10778.4295638132
870,LD-11-10-3107,Fairview Village,2010/12/07 00:00:00+00,2010/11/08 00:00:00+00,2012/07/10 00:00:00+00,2012/09/27 00:00:00+00,5.91,37,1900,Residential,Townhouse,36,,Commercial,Office Building,1, , ,0,84ee529c-ad9f-45ba-8460-0b901f162035,PROJ-1954,2010,"Affordable Housing; demolish existing 25 units, and vacate Arden Street. 36 proposed townhouses, 1 office & parking. Refer to SD-11-10-3106 for concurrent subdivision.",PROJ-1954,Fairview Village Affordable Housing,273466.537357222,3018.61170813699
871,LD-11-10-3113,Coldstream Crossing II,2010/12/03 00:00:00+00,2010/11/03 00:00:00+00,2011/09/06 00:00:00+00,2011/09/27 00:00:00+00,16.8,42,0,Residential,Twin,42,, , ,0, , ,0,3b432830-ff07-4d47-878d-3d5bf4562d3e,PROJ-1781,2010,"42 proposed twin units
see previous review 8755-4
see also SD-11-10-3111",PROJ-1781,Coldstream Crossing II,737582.806181133,3750.09552990299
872,LD-11-10-3143,Chester County Public Safety Training Facility,2010/12/10 00:00:00+00,2010/11/10 00:00:00+00,,,96.91,1,18827,Institutional,Government,1,, , ,0, , ,0,385e7a7e-0290-46a6-9b63-817a6078a48b,PROJ-1955,2010,"Proposed shooting range, accessory structures and parking. See also SD-11-10-3141",PROJ-1955,Chester County Public Training Facility,4615489.46154304,19389.0051202257
873,LD-11-10-3162,Proposed Expansion Fame Fire Co.,2010/12/09 00:00:00+00,2010/11/12 00:00:00+00,2011/01/18 00:00:00+00,2011/03/08 00:00:00+00,2.22,1,4077,Institutional,Addition to Existing,1,, , ,0, , ,0,dd498d9b-f2e4-4459-99ca-dcd5e71b710c,SUB-10184,2010,"Plan Name: Proposed Expansion Fame Fire Company

Proposed building expansion and parking",SUB-10184,FAME FIRE COMPANY EXPANSION,88759.537913479,1292.74141794844
874,LD-11-10-3171,Malvern Fire Company,2010/12/14 00:00:00+00,2010/11/15 00:00:00+00,2011/10/03 00:00:00+00,2011/10/12 00:00:00+00,3.07,1,9787,Institutional,Addition to Existing,1,, , ,0, , ,0,0b98e364-b3eb-4d8a-ac28-385efd27a841,PROJ-1974,2010,"Proposed entrance, ready room and apparatus bays additions",PROJ-1974,Malvern Fire Company,141476.221457694,1977.55768613486
875,LD-11-11-5126,Chester Valley Trail Phase III,2011/11/21 00:00:00+00,2011/10/25 00:00:00+00,2012/05/30 00:00:00+00,2013/03/11 00:00:00+00,9.17,1,,Institutional, ,1,trail (1.2 miles), , ,0, , ,0,c84a1ad5-e0b0-46c5-9dfe-73b3b5734627,PROJ-2544,2011,Proposed trail between Iron Lake BL and Exton Park (1.2 miles),PROJ-2544,Chester Valley Trail Phase III,418567.795219413,15710.9120153198
876,LD-11-11-5132,Roberts Automall,2011/11/21 00:00:00+00,2011/10/31 00:00:00+00,2012/04/11 00:00:00+00,2012/04/13 00:00:00+00,3.04,1,6586,Commercial,Addition to Existing,1,, , ,0, , ,0,b2e76d00-f18e-4d8a-a66b-715a8a588350,PROJ-2257,2011,Construct building addition and parking lot improvements. See previous review # LD-5-11-4170.,PROJ-2257,Roberts Automall,133301.899031988,1491.87791918866
877,LD-11-11-5134,Berwyn Squash/Fitness Club Building,2011/11/21 00:00:00+00,2011/11/02 00:00:00+00,,,12.67,1,8370,Commercial,Addition to Existing,1,Squash/Fitness Club building, , ,0, , ,0,5edb9bf6-b932-4955-81bf-6528d9d782f3,SUB-10981,2011,"Full Plan Title: Berwyn Squash/Fitness Club Building Addition

construct building addition and parking improvements to existing fitness club.

see previous review 10981 & 10981-2.",SUB-10981,BERWYN SQUASH & FITNESS CLUB,540934.38316709,3481.77525381394
878,LD-11-11-5158,Fairfield Place Shopping Center,2011/11/16 00:00:00+00,2011/11/07 00:00:00+00,2011/11/22 00:00:00+00,2011/12/06 00:00:00+00,32.1,1,2208,Commercial,Addition to Existing,1,, , ,0, , ,0,38b09a9a-396f-4e78-9fdb-971fbd945b0e,SUB-07210,2011,"proposed building addition. 
see previous review LD-2-10-1437",SUB-07210,FAIRFIELD PLACE LD,1362860.3756119,6906.37699645407
879,LD-11-11-5184,Vanore Property,2011/12/09 00:00:00+00,2011/11/14 00:00:00+00,2012/07/11 00:00:00+00,2012/11/15 00:00:00+00,5,1,7920,Industrial,Unique,1,Cabinetry Shop, , ,0, , ,0,fd2b0381-3237-413e-9184-686314e71853,PROJ-2407,2011,Construct proposed cabinetry shop.,PROJ-2407,Neal Vanore,220857.570011758,2058.72411560037
880,LD-11-11-5186,Malvern Preparatory School,2011/11/23 00:00:00+00,2011/11/14 00:00:00+00,2011/12/20 00:00:00+00,2013/06/26 00:00:00+00,99.63,1,3560,Institutional,Addition to Existing,1,"3 building additions to school chapel	", , ,0, , ,0,d73bd5a6-ce7e-4d0b-9f12-8969e17bc9a3,SUB-10366,2011,3 proposed building additions to existing site chapel. See previous review # LD-2-10-1424.,SUB-10366,MALVERN PREPARATORY SCHOOL,4310899.78878988,8310.16010795914
881,LD-11-11-5237,Cheslen Preserve,2011/12/05 00:00:00+00,2011/11/18 00:00:00+00,2012/03/12 00:00:00+00,2012/03/21 00:00:00+00,20.39,1,6460,Institutional,Educational Facility,1,, , ,0, , ,0,7b3a88c2-a1b3-43b0-b842-f91512ac544b,PROJ-2538,2011,Construct Preserve Management Center and parking. See previous review # 10673-2.,PROJ-2538,Cheslen Preserve,1045705.88870095,4652.86674644235
882,LD-11-12-6952,New Kent Apartments II,2012/11/21 00:00:00+00,2012/10/24 00:00:00+00,2013/08/06 00:00:00+00,2013/08/15 00:00:00+00,30.83,12,,Residential,Apartment,12,Proposed 12-unit apartment building, , ,0, , ,0,db028602-d1c0-4645-83eb-b59dc0def1dd,PROJ-1651,2012,"Proposed 12-unit apartment building. See previous review SD-7-10-2370
 
Revised version of plan approved by East Goshen Twp. on August 4, 2015, signed 8/26/2015 - PF",PROJ-1651,New Kent Apartments,1283680.4339505,5970.9817955767
883,LD-11-12-6986,Applebrook Meadows (Phase II),2012/11/21 00:00:00+00,2012/10/31 00:00:00+00,2013/02/25 00:00:00+00,2013/03/14 00:00:00+00,100.9,53,,Residential,Townhouse,53,,,,0,,,0,650e794d-5193-40ce-a467-9927bc846e31,973-06-07,2012,53 townhouses and 14 parking spaces proposed in phase II,973-06-07,Applebrook Meadows,4295422.39710075,12384.6080751255
884,LD-11-12-7011,Roberts Automall,2012/11/21 00:00:00+00,2012/11/09 00:00:00+00,2013/06/19 00:00:00+00,2015/03/25 00:00:00+00,5.49,2,9526,Commercial,Addition to Existing,2,Proposed building and service bay additions, , ,0, , ,0,0c56bcdd-3d3e-415a-9cd0-5ed9c0e29f7a,SUB-05419,2012,Proposed building and service bay additions. See previous review 05419-4,SUB-05419,FIDELITY BANK SD,203226.479711023,1892.84444788593
885,LD-11-12-7028,Building Expansion at Fairfield Place Shopping Center,2012/12/07 00:00:00+00,2012/11/13 00:00:00+00,2013/01/23 00:00:00+00,2013/02/05 00:00:00+00,28.8,1,4400,Commercial,Addition to Existing,1,Proposed building expansions (6), , ,0, , ,0,8badb743-9657-4149-9b1a-7d49fd779446,SUB-07210,2012,"Proposed building expansions (6), See previous review LD-11-11-5158",SUB-07210,FAIRFIELD PLACE LD,1186358.6313099,4823.97402545906
886,LD-11-12-7057,"Goshen Meadows Investors, LP",2012/12/14 00:00:00+00,2012/11/19 00:00:00+00,2014/01/28 00:00:00+00,2014/01/30 00:00:00+00,19.4,64,,Residential,Apartment,64,Apartment expansion,,,0,,,0,bf04dc01-6d0e-42e3-9120-6619ff3049fd,SUB-11762,2012,Apartment expansion with 60 apartments in 5 proposed buildings and 4 apartments in an existing dwelling.,SUB-11762,HOLLY HILLS,825638.973838016,3897.370650126
